Timestamp,SCT Version,Filename,Slice (I->S),VertLevel,Label,Size [vox],WA(),STD()
2021-06-09 23:30:46,git-jca/3413-run-batch-session-c41958db922273a66764ef88239587f91af3adad,/Users/julien/temp/neuromod/data_processed/sub-01/ses-001/dwi/dti_MD.nii.gz,0:12,2:5,white matter,904.1893451444105,0.0010138856451204878,0.00021860124944443702
2021-06-09 23:30:52,git-jca/3413-run-batch-session-c41958db922273a66764ef88239587f91af3adad,/Users/julien/temp/neuromod/data_processed/sub-01/ses-003/dwi/dti_MD.nii.gz,0:13,2:5,white matter,1039.2758877534093,0.0010257196398529976,0.00023149114384490144
2021-06-09 23:30:55,git-jca/3413-run-batch-session-c41958db922273a66764ef88239587f91af3adad,/Users/julien/temp/neuromod/data_processed/sub-06/ses-001/dwi/dti_MD.nii.gz,1:12,2:5,white matter,775.9467514108974,0.0010551867192628175,0.0002490913474443175
2021-06-09 23:30:55,git-jca/3413-run-batch-session-c41958db922273a66764ef88239587f91af3adad,/Users/julien/temp/neuromod/data_processed/sub-06/ses-004/dwi/dti_MD.nii.gz,1:13,2:5,white matter,765.9391590988469,0.0009165329349018632,0.0003482339012169412
2021-06-09 23:30:59,git-jca/3413-run-batch-session-c41958db922273a66764ef88239587f91af3adad,/Users/julien/temp/neuromod/data_processed/sub-05/ses-001/dwi/dti_MD.nii.gz,1:13,2:5,white matter,952.7175932663428,0.0009774778167169463,0.0003061936641583843
2021-06-09 23:31:05,git-jca/3413-run-batch-session-c41958db922273a66764ef88239587f91af3adad,/Users/julien/temp/neuromod/data_processed/sub-01/ses-002/dwi/dti_MD.nii.gz,1:13,2:5,white matter,964.0074755774681,0.0010177543993774149,0.00022903215506325645
2021-06-09 23:31:05,git-jca/3413-run-batch-session-c41958db922273a66764ef88239587f91af3adad,/Users/julien/temp/neuromod/data_processed/sub-06/ses-003/dwi/dti_MD.nii.gz,1:12,2:5,white matter,757.3995332717794,0.0010180580331023742,0.00024373669389002328
2021-06-09 23:31:07,git-jca/3413-run-batch-session-c41958db922273a66764ef88239587f91af3adad,/Users/julien/temp/neuromod/data_processed/sub-06/ses-002/dwi/dti_MD.nii.gz,1:13,2:5,white matter,829.9132781046861,0.0010122100102440174,0.00025153612419613613
2021-06-09 23:47:09,git-jca/3413-run-batch-session-c41958db922273a66764ef88239587f91af3adad,/Users/julien/temp/neuromod/data_processed/sub-02/ses-001/dwi/dti_MD.nii.gz,1:12,2:5,white matter,1137.9374443889974,0.0014014718331852828,0.0008371795920484832
2021-06-09 23:47:42,git-jca/3413-run-batch-session-c41958db922273a66764ef88239587f91af3adad,/Users/julien/temp/neuromod/data_processed/sub-02/ses-002/dwi/dti_MD.nii.gz,0:12,2:5,white matter,1309.761520541412,0.0009761721717434614,0.00026369221304723057
2021-06-09 23:47:57,git-jca/3413-run-batch-session-c41958db922273a66764ef88239587f91af3adad,/Users/julien/temp/neuromod/data_processed/sub-03/ses-001/dwi/dti_MD.nii.gz,1:12,2:5,white matter,768.6287477811305,0.0009605911746559684,0.00025619556452196934
2021-06-09 23:48:01,git-jca/3413-run-batch-session-c41958db922273a66764ef88239587f91af3adad,/Users/julien/temp/neuromod/data_processed/sub-02/ses-004/dwi/dti_MD.nii.gz,1:12,2:5,white matter,1176.168913231854,0.0008153115190690315,0.0002525051486618464
2021-06-09 23:48:07,git-jca/3413-run-batch-session-c41958db922273a66764ef88239587f91af3adad,/Users/julien/temp/neuromod/data_processed/sub-03/ses-003/dwi/dti_MD.nii.gz,2:13,2:5,white matter,690.8747775534504,0.000669444513790986,0.0005511294925687521
2021-06-09 23:48:18,git-jca/3413-run-batch-session-c41958db922273a66764ef88239587f91af3adad,/Users/julien/temp/neuromod/data_processed/sub-03/ses-002/dwi/dti_MD.nii.gz,2:12,2:5,white matter,749.1623977842496,0.0009906206359397956,0.00026744047929917243
2021-06-09 23:54:56,git-jca/3413-run-batch-session-c41958db922273a66764ef88239587f91af3adad,/Users/julien/temp/neuromod/data_processed/sub-02/ses-003/dwi/dti_MD.nii.gz,1:12,2:5,white matter,1153.7038571020123,0.0009117604540341602,0.0002194067478590463
2021-06-09 23:59:30,git-jca/3413-run-batch-session-c41958db922273a66764ef88239587f91af3adad,/Users/julien/temp/neuromod/data_processed/sub-03/ses-004/dwi/dti_MD.nii.gz,1:12,2:5,white matter,778.1100459712338,0.0008935883019168068,0.0002523042169990922
2021-06-09 23:59:51,git-jca/3413-run-batch-session-c41958db922273a66764ef88239587f91af3adad,/Users/julien/temp/neuromod/data_processed/sub-04/ses-002/dwi/dti_MD.nii.gz,1:12,2:5,white matter,727.0576633601153,0.0009645148099392152,0.0002821311275588536
2021-06-10 00:00:02,git-jca/3413-run-batch-session-c41958db922273a66764ef88239587f91af3adad,/Users/julien/temp/neuromod/data_processed/sub-04/ses-003/dwi/dti_MD.nii.gz,2:12,2:5,white matter,719.4042003886749,0.0010351902433702461,0.00028395860965130075
