Timestamp,SCT Version,Filename,Slice (I->S),VertLevel,Label,Size [vox],WA(),STD()
2021-06-09 23:26:40,git-jca/3413-run-batch-session-c41958db922273a66764ef88239587f91af3adad,/Users/julien/temp/neuromod/data_processed/sub-01/ses-001/anat/mtr.nii.gz,0:13,2:5,white matter,1046.0543703930296,44.209522055240505,5.546168486238428
2021-06-09 23:26:41,git-jca/3413-run-batch-session-c41958db922273a66764ef88239587f91af3adad,/Users/julien/temp/neuromod/data_processed/sub-01/ses-003/anat/mtr.nii.gz,3:16,2:5,white matter,1041.8918396478225,45.682771475180594,4.5588061079533695
2021-06-09 23:26:44,git-jca/3413-run-batch-session-c41958db922273a66764ef88239587f91af3adad,/Users/julien/temp/neuromod/data_processed/sub-06/ses-001/anat/mtr.nii.gz,4:16,2:5,white matter,847.4727013207287,47.15066198433709,4.334012207056341
2021-06-09 23:26:46,git-jca/3413-run-batch-session-c41958db922273a66764ef88239587f91af3adad,/Users/julien/temp/neuromod/data_processed/sub-06/ses-004/anat/mtr.nii.gz,5:17,2:5,white matter,856.0119550074476,45.055435263858136,5.637046250147203
2021-06-09 23:26:48,git-jca/3413-run-batch-session-c41958db922273a66764ef88239587f91af3adad,/Users/julien/temp/neuromod/data_processed/sub-05/ses-001/anat/mtr.nii.gz,1:13,2:5,white matter,968.1642781040197,46.802709566692286,9.793294542733742
2021-06-09 23:26:51,git-jca/3413-run-batch-session-c41958db922273a66764ef88239587f91af3adad,/Users/julien/temp/neuromod/data_processed/sub-01/ses-002/anat/mtr.nii.gz,2:15,2:5,white matter,1018.9089491587932,50.69960144846205,3.897717158153218
2021-06-09 23:26:53,git-jca/3413-run-batch-session-c41958db922273a66764ef88239587f91af3adad,/Users/julien/temp/neuromod/data_processed/sub-06/ses-003/anat/mtr.nii.gz,3:15,2:5,white matter,845.5985553268911,48.022072461203955,6.061916861262124
2021-06-09 23:26:56,git-jca/3413-run-batch-session-c41958db922273a66764ef88239587f91af3adad,/Users/julien/temp/neuromod/data_processed/sub-06/ses-002/anat/mtr.nii.gz,4:15,2:5,white matter,790.5224201629044,46.34750036374999,6.902516956876885
2021-06-09 23:43:47,git-jca/3413-run-batch-session-c41958db922273a66764ef88239587f91af3adad,/Users/julien/temp/neuromod/data_processed/sub-02/ses-001/anat/mtr.nii.gz,1:12,2:5,white matter,1115.5192080035808,42.67916913302598,13.292256947343523
2021-06-09 23:43:58,git-jca/3413-run-batch-session-c41958db922273a66764ef88239587f91af3adad,/Users/julien/temp/neuromod/data_processed/sub-02/ses-002/anat/mtr.nii.gz,1:13,2:5,white matter,1195.521826835648,37.82261433907465,8.048927458532448
2021-06-09 23:44:06,git-jca/3413-run-batch-session-c41958db922273a66764ef88239587f91af3adad,/Users/julien/temp/neuromod/data_processed/sub-03/ses-001/anat/mtr.nii.gz,5:16,2:5,white matter,804.5686251289424,47.497071935829645,4.550398431910655
2021-06-09 23:44:09,git-jca/3413-run-batch-session-c41958db922273a66764ef88239587f91af3adad,/Users/julien/temp/neuromod/data_processed/sub-02/ses-004/anat/mtr.nii.gz,0:11,2:5,white matter,1056.832881216786,40.76688074907387,10.644967015106438
2021-06-09 23:44:25,git-jca/3413-run-batch-session-c41958db922273a66764ef88239587f91af3adad,/Users/julien/temp/neuromod/data_processed/sub-03/ses-003/anat/mtr.nii.gz,4:15,2:5,white matter,777.8144730948793,47.57378502229639,4.537513452792513
2021-06-09 23:44:37,git-jca/3413-run-batch-session-c41958db922273a66764ef88239587f91af3adad,/Users/julien/temp/neuromod/data_processed/sub-03/ses-002/anat/mtr.nii.gz,5:15,2:5,white matter,746.0266732124869,47.81068337186637,5.161154066731719
2021-06-09 23:47:18,git-jca/3413-run-batch-session-c41958db922273a66764ef88239587f91af3adad,/Users/julien/temp/neuromod/data_processed/sub-05/ses-002/anat/mtr.nii.gz,85:156,2:5,white matter,826.4247844064694,44.27238222794652,7.513138811595467
2021-06-09 23:52:31,git-jca/3413-run-batch-session-c41958db922273a66764ef88239587f91af3adad,/Users/julien/temp/neuromod/data_processed/sub-02/ses-003/anat/mtr.nii.gz,1:12,2:5,white matter,1117.1927213350466,44.258456219263856,8.416986110792587
2021-06-09 23:57:07,git-jca/3413-run-batch-session-c41958db922273a66764ef88239587f91af3adad,/Users/julien/temp/neuromod/data_processed/sub-03/ses-004/anat/mtr.nii.gz,5:15,2:5,white matter,720.9626917085777,47.197086215492874,5.45047459831477
2021-06-09 23:57:33,git-jca/3413-run-batch-session-c41958db922273a66764ef88239587f91af3adad,/Users/julien/temp/neuromod/data_processed/sub-04/ses-002/anat/mtr.nii.gz,5:15,2:5,white matter,731.7622833407939,46.77334882206762,4.927121329596348
2021-06-09 23:57:45,git-jca/3413-run-batch-session-c41958db922273a66764ef88239587f91af3adad,/Users/julien/temp/neuromod/data_processed/sub-04/ses-003/anat/mtr.nii.gz,4:15,2:5,white matter,812.0757781893984,47.79720317144616,4.550832663056607
