Timestamp,SCT Version,Filename,Slice (I->S),VertLevel,MEAN(area),STD(area),MEAN(angle_AP),STD(angle_AP),MEAN(angle_RL),STD(angle_RL),MEAN(diameter_AP),STD(diameter_AP),MEAN(diameter_RL),STD(diameter_RL),MEAN(eccentricity),STD(eccentricity),MEAN(orientation),STD(orientation),MEAN(solidity),STD(solidity),SUM(length)
2021-06-09 23:27:57,git-jca/3413-run-batch-session-c41958db922273a66764ef88239587f91af3adad,/Users/julien/temp/neuromod/data_processed/sub-01/ses-001/anat/sub-01_ses-001_bp-cspine_T2starmap_gmseg.nii.gz,2:9,3:4,15.781249999999996,1.3718002542279941,0.0,0.0,0.0,0.0,5.826656377867715,0.28385741808584003,9.15726110970815,0.6327014868765607,0.7607940187880269,0.06541297598774924,9.239813824680157,4.915181353330527,0.3984202750201935,0.017171069273251155,40.0
2021-06-09 23:28:01,git-jca/3413-run-batch-session-c41958db922273a66764ef88239587f91af3adad,/Users/julien/temp/neuromod/data_processed/sub-01/ses-003/anat/sub-01_ses-003_bp-cspine_T2starmap_gmseg.nii.gz,4:10,3:4,16.999999999999996,1.7525491637693236,0.0,0.0,0.0,0.0,5.965875737175792,0.43791246129810973,9.105735659076702,0.5776771552686647,0.7422943086913272,0.07685918969818799,8.999431075081565,5.4260121179126175,0.41278001821699756,0.019751532012996592,35.00001001358032
2021-06-09 23:28:13,git-jca/3413-run-batch-session-c41958db922273a66764ef88239587f91af3adad,/Users/julien/temp/neuromod/data_processed/sub-06/ses-001/anat/sub-06_ses-001_bp-cspine_T2starmap_gmseg.nii.gz,4:10,3:4,16.64285714285713,3.6002409216436497,0.0,0.0,0.0,0.0,5.09183587473281,0.5564207656562815,10.865811690490291,0.972016623919151,0.8752535508876329,0.04393927039539998,1.272704214267325,0.7388119753071877,0.3920863235736049,0.05461411645576303,34.99998331069946
2021-06-09 23:28:22,git-jca/3413-run-batch-session-c41958db922273a66764ef88239587f91af3adad,/Users/julien/temp/neuromod/data_processed/sub-06/ses-004/anat/sub-06_ses-004_bp-cspine_T2starmap_gmseg.nii.gz,4:10,3:4,16.53571428571428,2.707227665463895,0.0,0.0,0.0,0.0,4.517191396413791,0.719458532885099,10.447900619601464,0.6318966360070366,0.8967888931214213,0.03747891609782938,3.56554206423525,1.8940784208444954,0.4616391375116469,0.037114910613901084,35.00000333786011
2021-06-09 23:28:25,git-jca/3413-run-batch-session-c41958db922273a66764ef88239587f91af3adad,/Users/julien/temp/neuromod/data_processed/sub-05/ses-001/anat/sub-05_ses-001_bp-cspine_T2starmap_gmseg.nii.gz,4:10,3:4,16.214285714285708,1.8488827293635388,0.0,0.0,0.0,0.0,5.112194861548903,0.4901305929534844,9.916864021851309,0.6630385357189524,0.8489348141330159,0.047865175265108445,3.056268950185774,2.330227160645524,0.42064882091678346,0.020092024717528613,34.99997663497925
2021-06-09 23:28:30,git-jca/3413-run-batch-session-c41958db922273a66764ef88239587f91af3adad,/Users/julien/temp/neuromod/data_processed/sub-01/ses-002/anat/sub-01_ses-002_bp-cspine_T2starmap_gmseg.nii.gz,4:10,3:4,15.928571428571425,2.034147266556877,0.0,0.0,0.0,0.0,5.776775914040294,0.3126460681386027,8.912826488361052,0.5189606740308909,0.7552290212442374,0.05014307248671745,7.501914412140986,6.651370097108678,0.4024620378930183,0.017327067916218686,34.99998331069946
2021-06-09 23:28:31,git-jca/3413-run-batch-session-c41958db922273a66764ef88239587f91af3adad,/Users/julien/temp/neuromod/data_processed/sub-06/ses-003/anat/sub-06_ses-003_bp-cspine_T2starmap_gmseg.nii.gz,4:10,3:4,16.32142759859562,2.020936215370678,0.0,0.0,0.0,0.0,4.86271016331479,0.4519140108980592,10.450532906989519,0.889613214345823,0.8796498425362786,0.03616662836870746,1.582813767743998,1.583200052802269,0.42344891181050287,0.02071637381073485,35.00001668930054
2021-06-09 23:28:34,git-jca/3413-run-batch-session-c41958db922273a66764ef88239587f91af3adad,/Users/julien/temp/neuromod/data_processed/sub-06/ses-002/anat/sub-06_ses-002_bp-cspine_T2starmap_gmseg.nii.gz,4:10,3:4,17.392857142857142,2.182958112848016,0.0,0.0,0.0,0.0,5.162911288921378,0.43318592029226843,11.029237708877535,0.9088742319378161,0.8772919659194341,0.037498652593742236,1.5822747457468507,1.1037832527055418,0.40678643172110096,0.024975016674320755,34.99998998641968
2021-06-09 23:44:35,git-jca/3413-run-batch-session-c41958db922273a66764ef88239587f91af3adad,/Users/julien/temp/neuromod/data_processed/sub-02/ses-001/anat/sub-02_ses-001_bp-cspine_T2starmap_gmseg.nii.gz,4:10,3:4,19.821428571428573,1.360897063089834,0.0,0.0,0.0,0.0,5.4207122386937225,0.4174562944686353,11.544729253378723,0.4139758004145245,0.882455670266166,0.015013868071509538,2.4918549380884305,1.4198878505727675,0.4005324469440992,0.02298120906006632,35.000033378601074
2021-06-09 23:45:01,git-jca/3413-run-batch-session-c41958db922273a66764ef88239587f91af3adad,/Users/julien/temp/neuromod/data_processed/sub-02/ses-002/anat/sub-02_ses-002_bp-cspine_T2starmap_gmseg.nii.gz,3:9,3:4,19.999999999999996,1.0773645092141626,0.0,0.0,0.0,0.0,5.59597679886307,0.3422714769469675,11.842302443886402,0.5797204145579872,0.8794041625079743,0.02112259878372731,2.516890974091724,2.0684912644049978,0.380243722133593,0.01367792786724081,34.999979972839355
